ParticipantId,chatbot_conversation_history_personalization,search_history_personalization,email_personalization,device_personalization,chatbot_conversation_history_valuation,search_history_valuation,email_valuation,device_valuation,search_engine_history,popularity_history,content_mod_history,product_recs_history,concerned_pc,trust_pc,privacy_important_pc,concerns_gpt_pc,private_gpt_pc,inaccurate_info_concern,not_understanding_what_AI_can_do_concern,misused_concern,Usage,year_start_using,account_type,role,location,purpose,content,consent,anonymity,privacy,appropriate_score,concern_score
7813,41,33,31,25,27,29,19,35,36,32,28,36,87,27,82,78,50,79,69,71,Weekly,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the US,predicting human behavior,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,automatically removed,8,84
7814,30,0,0,0,80,0,0,0,100,0,0,60,100,10,100,85,0,80,40,100,Weekly,2024,ChatGPT Free Subscription,a university social science researcher,the US,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,not anonymized,not removed,30,80
7815,24,36,35,26,30,27,34,23,27,14,17,22,80,50,93,76,70,77,61,68,Daily,2024,ChatGPT Plus,a government agency,China,personalizing advertising,Your conversations with ChatGPT about your personal health and wellness,not informed that your data was collected,not anonymized,automatically removed,43,70
7816,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,100,50,100,100,100,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the US,studying AI risks to society,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,automatically removed,0,100
7817,68,13,0,0,72,0,0,0,63,50,50,62,79,19,90,91,9,84,88,86,Monthly,2024,ChatGPT Free Subscription,a charitable foundation,China,personalizing advertising,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,12,81
7818,100,35,50,60,100,45,80,80,10,0,0,79,65,40,80,85,20,45,100,98,Weekly,2023 or earlier,ChatGPT Free Subscription,a university computer science researcher,the European Union,personalizing advertising,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,automatically removed,50,95
7819,3,7,0,0,55,54,12,11,21,5,10,0,75,55,72,25,85,59,88,94,Daily,2023 or earlier,ChatGPT Plus,a charitable foundation,the European Union,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,not anonymized,not removed,62,37
7820,66,23,10,25,9,2,0,7,34,80,17,87,81,42,94,68,28,83,72,96,Daily,2023 or earlier,ChatGPT Plus,a hospital,the US,fighting terrorism,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,13,75
7821,71,20,0,0,74,50,0,0,49,0,4,59,59,80,100,17,83,50,70,50,Weekly,2025,ChatGPT Free Subscription,a big tech company,the US,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,0,100
7822,59,7,0,25,90,6,0,5,0,0,0,56,68,81,93,91,42,100,85,92,Weekly,2025,ChatGPT Free Subscription,a charitable foundation,the US,predicting human behavior,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,automatically removed,25,73
7823,0,0,0,0,0,0,0,0,0,0,0,0,100,10,100,100,0,100,100,100,Less than Monthly,2024,No Account,a big tech company,China,studying AI risks to society,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,0,100
7824,37,34,20,28,39,36,23,13,23,24,20,20,83,41,87,55,31,63,48,63,Weekly,2024,ChatGPT Free Subscription,a university computer science researcher,the US,improving user experience with AI,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,automatically removed,52,53
7825,51,61,29,34,83,61,71,72,76,22,13,61,80,71,80,71,67,77,42,72,Daily,2024,ChatGPT Plus,an insurance company,the US,improving user experience with AI,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,automatically removed,73,36
7826,71,62,95,82,68,21,25,59,60,30,50,56,50,28,100,100,100,84,71,98,Daily,2023 or earlier,ChatGPT Plus,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,50,81
7827,66,71,70,69,60,59,59,47,69,69,69,68,51,60,80,81,61,83,40,55,Daily,2024,ChatGPT Free Subscription,a university computer science researcher,China,training future AI models,Your conversations with ChatGPT where you sought legal or ethical guidance,not informed that your data was collected,anonymized,automatically removed,63,92
7828,60,0,0,0,100,0,0,0,10,20,40,30,90,30,100,75,20,100,100,100,Weekly,2024,ChatGPT Free Subscription,a government agency,the European Union,personalizing advertising,Your conversations with ChatGPT about social life and personal relationships,not informed that your data was collected,anonymized,automatically removed,40,90
7829,80,0,0,5,95,5,0,15,10,45,50,5,65,50,75,45,60,80,40,35,Weekly,2023 or earlier,ChatGPT Free Subscription,a government agency,the US,improving user experience with AI,All of your conversations with ChatGPT,not informed that your data was collected,not anonymized,not removed,20,75
7830,73,31,34,34,77,54,55,55,46,31,46,61,84,72,100,67,62,66,87,62,Weekly,2025,ChatGPT Free Subscription,a university computer science researcher,the European Union,assessing mental health,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,anonymized,automatically removed,92,100
7831,65,50,20,20,60,50,20,20,65,20,20,60,70,50,90,70,80,100,70,70,Weekly,2023 or earlier,ChatGPT Free Subscription,a government agency,the European Union,improving user experience with AI,Your conversations with ChatGPT where you used the model to help with your job,not informed that your data was collected,not anonymized,not removed,61,55
7832,63,11,0,0,59,0,0,0,72,0,0,68,65,41,83,42,37,65,39,86,Monthly,2024,No Account,a university computer science researcher,China,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,not removed,24,59
7833,0,10,0,20,0,0,0,0,0,0,0,0,87,28,100,78,18,88,19,90,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the US,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,not removed,80,92
7834,82,10,1,18,91,56,13,27,20,32,35,76,72,40,79,71,40,70,89,82,Daily,2025,ChatGPT Free Subscription,a hospital,China,fighting terrorism,Your conversations with ChatGPT about social life and personal relationships,informed that your data was collected,anonymized,not removed,27,62
7835,40,20,6,14,30,29,13,15,28,23,13,23,83,30,97,94,36,85,75,90,Weekly,2024,ChatGPT Free Subscription,a big tech company,the European Union,personalizing advertising,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,14,88
7836,0,0,0,0,20,0,0,0,0,0,0,0,100,0,100,100,0,100,100,100,Weekly,2024,ChatGPT Free Subscription,a university social science researcher,the European Union,fighting terrorism,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,61,100
7837,73,73,0,0,100,100,100,100,100,100,100,100,100,7,100,100,0,100,100,100,Daily,2023 or earlier,ChatGPT Free Subscription,an insurance company,China,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,anonymized,not removed,100,72
7838,1,0,0,0,0,0,0,0,0,0,0,0,98,1,100,0,7,80,97,98,Monthly,2024,No Account,a university computer science researcher,the US,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,asked for consent in advance of the data being collected,anonymized,automatically removed,0,100
7839,50,30,0,0,50,30,0,0,30,0,0,30,70,30,80,60,20,70,60,50,Less than Monthly,2024,ChatGPT Free Subscription,a university computer science researcher,China,predicting human behavior,All of your conversations with ChatGPT,asked for consent in advance of the data being collected,not anonymized,not removed,45,50
7840,80,60,0,0,67,53,0,0,69,11,32,45,90,8,100,84,31,70,44,91,Daily,2023 or earlier,ChatGPT Free Subscription,a university social science researcher,China,creating a public dataset for AI research,Your conversations with ChatGPT where you sought legal or ethical guidance,asked for consent in advance of the data being collected,not anonymized,not removed,33,32
7841,94,93,92,97,97,96,85,96,93,85,88,94,21,84,98,16,97,14,51,19,Daily,2024,No Account,a university social science researcher,the US,studying AI risks to society,Your conversations with ChatGPT about your personal health and wellness,asked for consent in advance of the data being collected,anonymized,automatically removed,72,84
7842,40,30,21,30,30,22,20,25,20,30,30,50,75,50,90,50,40,70,80,90,Daily,2023 or earlier,ChatGPT Free Subscription,a charitable foundation,the European Union,assessing mental health,Your conversations with ChatGPT where you used the model to help with your job,informed that your data was collected,anonymized,automatically removed,10,98
7843,67,29,41,27,67,23,36,34,71,29,84,76,66,76,86,37,54,59,61,67,Weekly,2024,ChatGPT Free Subscription,a charitable foundation,the US,fighting terrorism,Your conversations with ChatGPT where you sought legal or ethical guidance,informed that your data was collected,not anonymized,automatically removed,55,69
7844,63,38,61,59,35,47,59,49,79,33,60,63,78,61,73,68,66,68,72,71,Weekly,2025,ChatGPT Free Subscription,a hospital,China,training future AI models,Your conversations with ChatGPT about your personal health and wellness,informed that your data was collected,not anonymized,not removed,36,58
7845,0,0,0,0,0,0,0,0,0,0,0,0,100,55,100,80,20,100,100,100,Daily,2023 or earlier,ChatGPT Pro,a university computer science researcher,the US,improving user experience with AI,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,anonymized,automatically removed,15,85
7846,39,38,33,61,84,76,56,87,57,57,60,92,58,58,60,60,56,86,58,64,Weekly,2023 or earlier,ChatGPT Free Subscription,an insurance company,the European Union,training future AI models,Your conversations with ChatGPT about social life and personal relationships,asked for consent in advance of the data being collected,not anonymized,automatically removed,15,86
7847,72,10,0,0,,50,0,0,21,16,13,20,95,10,100,72,0,83,86,89,Weekly,2024,ChatGPT Plus,a big tech company,the European Union,training future AI models,All of your conversations with ChatGPT,informed that your data was collected,not anonymized,automatically removed,89,5
7848,82,29,0,0,100,72,0,0,27,27,54,26,100,58,97,100,9,100,100,100,Daily,2024,ChatGPT Free Subscription,a charitable foundation,the European Union,predicting human behavior,All of your conversations with ChatGPT,not informed that your data was collected,anonymized,not removed,52,98
